出表日期,報告年度,公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證,date
1150513,113,2395,研華,0.0000%,"研華科技台灣四個地點：瑞光總部（台北市內湖區瑞光路26巷20弄1號 ）、陽光大樓（台北市內湖區陽光街365巷33號 ）、東湖廠區（新北市汐止區康寧街169巷1號B1, 5~7樓）及林口園區（桃園市龜山區文德路27及27-3號）",ISO 50001,2026-05-15
1150513,113,2397,友通,1.4700%,"地理範疇：包含汐止總部、桃園工廠、新店研發辦公室等擁有營運控制權範圍。
汐止總部：新北市汐止區新台五路一段 97 號 10 樓
桃園工廠：桃園市龜山區山鶯路 157 號 1、3 樓 
新店研發：新北市新店區寶橋路 233-2 號 10 樓",ISO 50001,2026-05-15
1150513,113,2399,映泰,N/A,N/A,N/A,2026-05-15
1150513,113,2401,凌陽,0.1743%,母公司(新竹科學園區創新一路19號、19-1號及新竹科學園區研發五路6號),N/A,2026-05-15
1150513,113,2402,毅嘉,N/A,N/A,N/A,2026-05-15
1150513,113,2404,漢唐,N/A,N/A,N/A,2026-05-15
1150513,113,2405,輔信,N/A,N/A,N/A,2026-05-15
1150513,113,2406,國碩,N/A,N/A,N/A,2026-05-15
1150513,113,2408,南亞科,3.9400%,母公司,ISO 50001,2026-05-15
1150513,113,2409,友達,6.3700%,全球營運據點,ISO 50001,2026-05-15
1150513,113,2412,中華電,5.2057%,數據涵蓋母公司100%營運據點,ISO 50001,2026-05-15
1150513,113,2413,環科,N/A,N/A,N/A,2026-05-15
1150513,113,2414,精技,N/A,N/A,N/A,2026-05-15
1150513,113,2415,錩新,N/A,N/A,N/A,2026-05-15
1150513,113,2417,圓剛,N/A,N/A,N/A,2026-05-15
1150513,113,2419,仲琦,0.0000%,母公司及越南、蘇州子公司,N/A,2026-05-15
1150513,113,2420,新巨,0.0000%,合併財務報表之母子公司,N/A,2026-05-15
1150513,113,2421,建準,42.1900%,"建準電機工業股份有限公司(高雄總部及工廠、台北辦事處)
昆山廣興電子有限公司
北海建準電子有限公司
北海立準電子有限公司
Sunon Electronics Philippines Corp. 
Sunon Inc. 
Sunon SAS 
Sunon Electronics India Private Limited ",ISO 50001,2026-05-15
1150513,113,2423,固緯,N/A,N/A,N/A,2026-05-15
1150513,113,2424,隴華,N/A,N/A,N/A,2026-05-15
1150513,113,2425,承啟,N/A,N/A,N/A,2026-05-15
1150513,113,2426,鼎元,0.0000%,僅母公司,N/A,2026-05-15
1150513,113,2427,三商電,N/A,N/A,N/A,2026-05-15
1150513,113,2428,興勤,3.5661%,本公司所有廠區及子公司元耀科技股份有限公司、興勤(常州)電子有限公司、東莞為勤電子有限公司、興勤(宜昌)電子有限公司及江西興勤電子有限公司,N/A,2026-05-15
1150513,113,2429,銘旺科,N/A,N/A,N/A,2026-05-15
1150513,113,2430,燦坤,N/A,N/A,N/A,2026-05-15
1150513,113,2431,聯昌,N/A,N/A,N/A,2026-05-15
1150513,113,2432,倚天酷碁-創,0.0000%,含合併財務報表之母子公司,N/A,2026-05-15
1150513,113,2433,互盛電,N/A,N/A,N/A,2026-05-15
1150513,113,2434,統懋,44.3981%,僅母公司,N/A,2026-05-15
1150513,113,2436,偉詮電,N/A,N/A,N/A,2026-05-15
1150513,113,2438,翔耀,N/A,N/A,N/A,2026-05-15
1150513,113,2439,美律,43.1100%,RE100承諾範疇包含台灣總部、MECL、METC、MEVN、MEST、MESG、MSCS、FUXM、ASCX、SENM、關聯企業－美律惠州。,ISO 50001,2026-05-15
1150513,113,2440,太空梭,N/A,N/A,N/A,2026-05-15
1150513,113,2441,超豐,0.8655%,母公司,N/A,2026-05-15
1150513,113,2442,新美齊,N/A,N/A,N/A,2026-05-15
1150513,113,2444,兆勁,N/A,N/A,N/A,2026-05-15
1150513,113,2449,京元電子,1.9873%,全集團,ISO 50001,2026-05-15
1150513,113,2450,神腦,0.0000%,神腦全據點(含辦公室、特約門市、維修門市及倉儲中心),N/A,2026-05-15
1150513,113,2451,創見,N/A,N/A,N/A,2026-05-15
1150513,113,2453,凌群,N/A,N/A,N/A,2026-05-15
1150513,113,2454,聯發科,0.0000%,資料範疇：包含竹科/竹北/臺北/臺南辦公室,ISO 50001,2026-05-15
1150513,113,2455,全新,0.0000%,平鎮廠及平鎮二廠,N/A,2026-05-15
1150513,113,2457,飛宏,6.2700%,"飛宏科技(股)公司(PHT)/飛宏(東莞)電子有限公司(PHC)/東莞達宏電子有限公司(PHP)/越南飛宏有限公司(PHV)/馳諾瓦科技(股)公司(ZTM)/馳諾瓦科技(東莞)有限公司(ZCM)
",ISO 50001,2026-05-15
1150513,113,2458,義隆,5.5300%,母公司,ISO 50001,2026-05-15
1150513,113,2459,敦吉,N/A,N/A,N/A,2026-05-15
1150513,113,2460,建通,N/A,N/A,N/A,2026-05-15
1150513,113,2461,光群雷,N/A,N/A,N/A,2026-05-15
1150513,113,2462,良得電,N/A,N/A,N/A,2026-05-15
1150513,113,2464,盟立,0.0000%,母公司,N/A,2026-05-15
1150513,113,2466,冠西電,0.0000%,母公司總公司、母公司宜蘭廠,N/A,2026-05-15
1150513,113,2467,志聖,N/A,N/A,N/A,2026-05-15
1150513,113,2468,華經,N/A,N/A,ISO 50001,2026-05-15
1150513,113,2471,資通,N/A,N/A,N/A,2026-05-15
1150513,113,2472,立隆電,N/A,N/A,N/A,2026-05-15
1150513,113,2474,可成,6.6400%,母公司+重要營運據點(宿遷廠)，其中宿遷廠進行ISO 50001第三方驗證,ISO 50001,2026-05-15
1150513,113,2476,鉅祥,N/A,N/A,N/A,2026-05-15
1150513,113,2477,美隆電,N/A,N/A,N/A,2026-05-15
1150513,113,2478,大毅,0.1355%,2024全年度台灣廠區用電量統計,ISO 50001,2026-05-15
1150513,113,2480,敦陽科,N/A,N/A,N/A,2026-05-15
1150513,113,2481,強茂,0.0500%,岡山廠,ISO 50001,2026-05-15
1150513,113,2482,連宇,0.0000%,母公司,N/A,2026-05-15
1150513,113,2483,百容,N/A,N/A,N/A,2026-05-15
1150513,113,2484,希華,N/A,N/A,N/A,2026-05-15
1150513,113,2485,兆赫,N/A,N/A,N/A,2026-05-15
1150513,113,2486,一詮,N/A,N/A,N/A,2026-05-15
1150513,113,2488,漢平,0.0000%,母公司,N/A,2026-05-15
1150513,113,2489,瑞軒,5.2800%,蘇州廠區,ISO 50001,2026-05-15
1150513,113,2491,吉祥全,N/A,N/A,N/A,2026-05-15
1150513,113,2492,華新科,N/A,N/A,N/A,2026-05-15
1150513,113,2493,揚博,0.0000%,含合併財務報表之母子公司,N/A,2026-05-15
1150513,113,2495,普安,0.0000%,母公司,N/A,2026-05-15
1150513,113,2496,卓越,N/A,N/A,N/A,2026-05-15
1150513,113,2497,怡利電,N/A,N/A,N/A,2026-05-15
1150513,113,2498,宏達電,2.5700%,涵蓋範圍包含宏達國際電子股份有限公司及其子公司（部分子公司為BVI，不納入盤查範疇）,ISO 50001,2026-05-15
1150513,113,2501,國建,N/A,N/A,N/A,2026-05-15
1150513,113,2504,國產,N/A,N/A,N/A,2026-05-15
1150513,113,2505,國揚,N/A,N/A,N/A,2026-05-15
1150513,113,2506,太設,N/A,N/A,N/A,2026-05-15
1150513,113,2509,全坤建,N/A,N/A,N/A,2026-05-15
1150513,113,2511,太子,N/A,N/A,N/A,2026-05-15
1150513,113,2514,龍邦,N/A,N/A,N/A,2026-05-15
1150513,113,2515,中工,0.0000%,母公司,N/A,2026-05-15
1150513,113,2516,新建,N/A,N/A,N/A,2026-05-15
1150513,113,2520,冠德,0.0000%,營運總部,N/A,2026-05-15
1150513,113,2524,京城,N/A,N/A,N/A,2026-05-15
1150513,113,2527,宏璟,N/A,N/A,N/A,2026-05-15
1150513,113,2528,皇普,N/A,N/A,N/A,2026-05-15
1150513,113,2530,華建,N/A,N/A,N/A,2026-05-15
1150513,113,2534,宏盛,N/A,N/A,N/A,2026-05-15
1150513,113,2535,達欣工,0.0146%,總部大樓+工地,N/A,2026-05-15
1150513,113,2536,宏普,N/A,N/A,N/A,2026-05-15
1150513,113,2537,聯上發,N/A,N/A,N/A,2026-05-15
1150513,113,2538,基泰,N/A,N/A,N/A,2026-05-15
1150513,113,2539,櫻花建,N/A,N/A,N/A,2026-05-15
1150513,113,2540,愛山林,N/A,N/A,N/A,2026-05-15
1150513,113,2542,興富發,N/A,N/A,N/A,2026-05-15
1150513,113,2543,皇昌,N/A,N/A,N/A,2026-05-15
1150513,113,2545,皇翔,N/A,N/A,N/A,2026-05-15
1150513,113,2546,根基,N/A,N/A,N/A,2026-05-15
1150513,113,2547,日勝生,N/A,N/A,N/A,2026-05-15
1150513,113,2548,華固,N/A,N/A,N/A,2026-05-15
1150513,113,2597,潤弘,N/A,N/A,N/A,2026-05-15
1150513,113,2601,益航,N/A,N/A,N/A,2026-05-15
1150513,113,2603,長榮,N/A,N/A,N/A,2026-05-15
1150513,113,2605,新興,N/A,N/A,N/A,2026-05-15
1150513,113,2606,裕民,N/A,N/A,N/A,2026-05-15
1150513,113,2607,榮運,N/A,N/A,N/A,2026-05-15
1150513,113,2608,嘉里大榮,N/A,N/A,N/A,2026-05-15
1150513,113,2609,陽明,2.5316%,母公司,N/A,2026-05-15
1150513,113,2610,華航,0.0011%,永續航空燃油使用率,ISO 50001,2026-05-15
1150513,113,2611,志信,N/A,N/A,N/A,2026-05-15
1150513,113,2612,中航,N/A,N/A,N/A,2026-05-15
1150513,113,2613,中櫃,N/A,N/A,N/A,2026-05-15
1150513,113,2614,東森,N/A,N/A,ISO 50001,2026-05-15
1150513,113,2615,萬海,0.1800%,"合併財務報表之母子公司
",N/A,2026-05-15
1150513,113,2616,山隆,N/A,N/A,N/A,2026-05-15
1150513,113,2617,台航,N/A,N/A,N/A,2026-05-15
1150513,113,2618,長榮航,0.0138%,僅母公司,ISO 50001,2026-05-15
1150513,113,2630,亞航,N/A,N/A,N/A,2026-05-15
1150513,113,2633,台灣高鐵,0.0266%,全公司,N/A,2026-05-15
1150513,113,2634,漢翔,2.6500%,母公司(台中廠區、沙鹿廠區、岡山廠區),ISO 50001,2026-05-15
1150513,113,2636,台驊控股,N/A,N/A,N/A,2026-05-15
1150513,113,2637,慧洋-KY,0.0000%,已完成合併財務報表之母子公司(範疇一至三),N/A,2026-05-15
1150513,113,2642,宅配通,N/A,N/A,N/A,2026-05-15
1150513,113,2645,長榮航太,1.0700%,長榮航太母公司,N/A,2026-05-15
1150513,113,2646,星宇航空,N/A,N/A,N/A,2026-05-15
1150513,113,2701,萬企,N/A,N/A,N/A,2026-05-15
1150513,113,2702,華園,N/A,N/A,N/A,2026-05-15
1150513,113,2704,國賓,N/A,N/A,N/A,2026-05-15
1150513,113,2705,六福,N/A,N/A,N/A,2026-05-15
1150513,113,2706,第一店,N/A,N/A,N/A,2026-05-15
1150513,113,2707,晶華,N/A,N/A,N/A,2026-05-15
1150513,113,2712,遠雄來,N/A,N/A,N/A,2026-05-15
1150513,113,2722,夏都,N/A,N/A,N/A,2026-05-15
1150513,113,2723,美食-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2727,王品,N/A,N/A,N/A,2026-05-15
1150513,113,2731,雄獅,N/A,N/A,N/A,2026-05-15
1150513,113,2739,寒舍,N/A,N/A,N/A,2026-05-15
1150513,113,2748,雲品,N/A,N/A,ISO 50001,2026-05-15
1150513,113,2753,八方雲集,0.2266%,能源統計涵蓋據點包含台灣地區的各倉儲、廠區、辦公室及直營門市。,N/A,2026-05-15
1150513,113,2762,世界健身-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2801,彰銀,6.4300%,合併財務報表之母子公司,ISO 50001,2026-05-15
1150513,113,2812,台中銀,1.1815%,母公司全行各單位,N/A,2026-05-15
1150513,113,2816,旺旺保,N/A,N/A,N/A,2026-05-15
1150513,113,2820,華票,15.3200%,2024年度再生能源使用量/2024年總公司及5 間分公司營業據點總用電量,N/A,2026-05-15
1150513,113,2832,台產,N/A,N/A,N/A,2026-05-15
1150513,113,2834,臺企銀,11.6200%,已完成合併財務報表之母子公司,ISO 50001,2026-05-15
1150513,113,2836,高雄銀,N/A,N/A,ISO 50001,2026-05-15
1150513,113,2838,聯邦銀,1.5284%,母公司,ISO 50001,2026-05-15
1150513,113,2845,遠東銀,5.9872%,已完成合併財務報表之母子公司,ISO 50001,2026-05-15
1150513,113,2849,安泰銀,N/A,N/A,ISAE3410,2026-05-15
1150513,113,2850,新產,N/A,N/A,ISO 50001,2026-05-15
1150513,113,2851,中再保,N/A,N/A,N/A,2026-05-15
1150513,113,2852,第一保,N/A,N/A,N/A,2026-05-15
1150513,113,2855,統一證,1.4930%,總公司,ISO 50001,2026-05-15
1150513,113,2867,三商壽,0.1100%,太陽能板,ISO 50001,2026-05-15
1150513,113,2880,華南金,0.0645%,已完成合併財務報表之母子公司,ISO 50001,2026-05-15
1150513,113,2881,富邦金,16.3664%,富邦金控、富邦人壽、台北富邦銀行、富邦產險、富邦證券、富邦銀行（香港）、富邦證券投資信託、富邦華一銀行、富邦期貨、富邦育樂、富邦運動場館、北富銀創投、富邦證券投資顧問、富邦私募股權、富邦財產保險（廈門）、富邦綜合保險代理人、富邦金控創業投資、富邦資產管理、富邦現代生命保險、富邦基金管理（香港）。,ISO 50001,2026-05-15
1150513,113,2882,國泰金,26.1244%,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募、電業)之國內據點，以及部份海外分支機構數據,ISO 50001,2026-05-15
1150513,113,2883,凱基金,19.9039%,凱基金控及其子公司全球所有營運據點（ 除清算中的凱基銀行海外據點－中華開發國際租賃）,"ISO 50001,ISAE3410",2026-05-15
1150513,113,2884,玉山金,56.5178%,包含母公司個體之全台營運據點,ISO 50001,2026-05-15
1150513,113,2885,元大金,13.6400%,全集團,ISO 50001,2026-05-15
1150513,113,2886,兆豐金,20.3358%,"全臺營運據點
",ISO 50001,2026-05-15
1150513,113,2887,台新金,22.0815%,已完成合併財務報表之母子公司,ISO 50001,2026-05-15
1150513,113,2889,國票金,9.0546%,"2024年度盤查邊界包括國票金融控股公司、國票創業投資股份有限公司、國票證券投資顧問股份有限公司、國票證創業投資股份有限公司、國票期貨股份有限公司、國票綜合證券股份有限公司、國際票券金融股份有限公司、國票金租賃股份有限公司、國旺國際融資租賃有限公司、IBF Financial Holding (BVI) Co., Ltd.等共計49據點。因樂天網銀不在國票金控合併財報內，為符合金管會要求，故將樂天網銀移出組織邊界外",ISO 50001,2026-05-15
1150513,113,2890,永豐金,19.0000%,包含合併財務報表之母子公司,AA1000 ASv3第二類型高度保證等級,2026-05-15
1150513,113,2891,中信金,6.9886%,中國信託金融園區及臺中金融大樓。,ISO 50001,2026-05-15
1150513,113,2892,第一金,14.2500%,包含合併財務報表之母子公司,ISO 50001,2026-05-15
1150513,113,2897,王道銀行,18.5000%,包含母公司個體之全球營運據點,ISO 50001,2026-05-15
1150513,113,2901,欣欣,N/A,N/A,N/A,2026-05-15
1150513,113,2903,遠百,0.0997%,全台分公司,ISO 50001,2026-05-15
1150513,113,2904,匯僑,N/A,N/A,N/A,2026-05-15
1150513,113,2905,三商,0.0000%,母公司,N/A,2026-05-15
1150513,113,2906,高林,N/A,N/A,"委託正大聯合會計師事務所依據中華民國確信準則公報第3000號對本報告特定項
目進行有限確信，確信報告請參閱本報告書附錄之會計師有限確信報告。",2026-05-15
1150513,113,2908,特力,N/A,N/A,N/A,2026-05-15
1150513,113,2910,統領,N/A,N/A,N/A,2026-05-15
1150513,113,2911,麗嬰房,N/A,N/A,N/A,2026-05-15
1150513,113,2912,統一超,0.0000%,母公司,ISO 50001,2026-05-15
1150513,113,2913,農林,N/A,N/A,N/A,2026-05-15
1150513,113,2915,潤泰全,N/A,N/A,N/A,2026-05-15
1150513,113,2923,鼎固-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2929,淘帝-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2939,永邑-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2945,三商家購,0.1100%,母公司 (總部、物流、美廉社及心樸市集門市)及子公司各處門市(特美事及寵物好事)，共計865個據點,N/A,2026-05-15
1150513,113,3002,歐格,N/A,N/A,N/A,2026-05-15
1150513,113,3003,健和興,N/A,N/A,N/A,2026-05-15
1150513,113,3004,豐達科,1.1132%,母公司各廠區,N/A,2026-05-15
1150513,113,3005,神基,0.0000%,資料範圍涵蓋神基控股暨合併財務報表之八家重要子公司，覆蓋率達合併營收約90%。為了更有效的提升能源管理績效，本公司自2020年至今，已有五家子公司成功導入ISO50001能源管理系統，並通過外部驗證，包含神基科技汐止五廠、神訊昆山、漢達昆山、蘇州漢揚、吉達克常熟暨其分公司吉達克昆山。,ISO 50001,2026-05-15
1150513,113,3006,晶豪科,N/A,N/A,N/A,2026-05-15
1150513,113,3008,大立光,N/A,N/A,N/A,2026-05-15
1150513,113,3010,華立,N/A,N/A,N/A,2026-05-15
1150513,113,3011,今皓,0.0000%,本公司以下營運據點：今皓光電(崑山)有限公司,N/A,2026-05-15
1150513,113,3013,晟銘電,73.0000%,包含合併財務報表之母子公司,N/A,2026-05-15
1150513,113,3014,聯陽,0.0000%,母公司,N/A,2026-05-15
1150513,113,3015,全漢,6.0000%,時間為2024年1⽉1⽇~12⽉31⽇；廠區包含全漢企業股份有限公司總部、桃⼆廠區與桃三廠、全漢企業股份有限公司⾼雄分公司、輝⼒廠、仲漢電⼦(深圳)有限公司、深圳市眾漢科技有限公司福永廠、無錫全漢科技有限公司、東莞普特、善元科技,ISO 50001,2026-05-15
1150513,113,3016,嘉晶,0.0000%,已完成合併財務報表之母子公司,N/A,2026-05-15
1150513,113,3017,奇鋐,4.5000%,包含合併報表所有公司，除富世達為上市公司單獨出具相關報告。,N/A,2026-05-15
1150513,113,3018,隆銘綠能,N/A,N/A,N/A,2026-05-15
1150513,113,3019,亞光,N/A,N/A,N/A,2026-05-15
1150513,113,3021,鴻名,N/A,N/A,N/A,2026-05-15
1150513,113,3022,威強電,N/A,N/A,N/A,2026-05-15
1150513,113,3023,信邦,10.5000%,本公司、100%持股子公司,ISO 50001,2026-05-15
1150513,113,3024,憶聲,N/A,N/A,N/A,2026-05-15
1150513,113,3025,星通,N/A,N/A,N/A,2026-05-15
1150513,113,3026,禾伸堂,0.8138%,母公司,N/A,2026-05-15
1150513,113,3027,盛達,N/A,N/A,N/A,2026-05-15
1150513,113,3028,增你強,N/A,N/A,N/A,2026-05-15
1150513,113,3029,零壹,N/A,N/A,N/A,2026-05-15
1150513,113,3030,德律,N/A,N/A,N/A,2026-05-15
1150513,113,3031,佰鴻,0.0000%,已完成合併財務報表之母子公司,ISO 14064-1,2026-05-15
1150513,113,3032,偉訓,N/A,N/A,N/A,2026-05-15
1150513,113,3033,威健,N/A,N/A,N/A,2026-05-15
1150513,113,3034,聯詠,14.8900%,母公司,ISO 50001,2026-05-15
1150513,113,3035,智原,7.5000%,僅⺟公司(新⽵營運據點、台北及台南辦公室)為統計邊界,AA1000 (中度保證),2026-05-15
1150513,113,3036,文曄,4.9941%,個體公司及合併報表台灣子公司,N/A,2026-05-15
1150513,113,3037,欣興,N/A,N/A,ISO 50001,2026-05-15
1150513,113,3038,全台,N/A,N/A,N/A,2026-05-15
1150513,113,3040,遠見,N/A,N/A,N/A,2026-05-15
1150513,113,3041,揚智,N/A,N/A,N/A,2026-05-15
1150513,113,3042,晶技,6.9341%,平鎮廠,ISO 50001,2026-05-15
1150513,113,3043,科風,N/A,N/A,N/A,2026-05-15
1150513,113,3044,健鼎,3.9600%,包含合併財務報表之母子公司,ISO 50001,2026-05-15
1150513,113,3045,台灣大,10.2030%,含合併財務報表之母子公司共29家,ISO 50001,2026-05-15
1150513,113,3046,建碁,69.0000%,"含合併財務報表之母子公司
",N/A,2026-05-15
1150513,113,3047,訊舟,N/A,N/A,N/A,2026-05-15
1150513,113,3048,益登,N/A,N/A,N/A,2026-05-15
1150513,113,3049,精金,N/A,N/A,ISO 50001,2026-05-15
1150513,113,3050,鈺德,N/A,N/A,N/A,2026-05-15
1150513,113,3051,力特,N/A,N/A,N/A,2026-05-15
1150513,113,3052,夆典,0.0000%,範圍為企業總部(新北市新民街)辦公處所。,企業總部(新北市新民街)溫室氣體盤查範疇一、範疇二確信項目中包含能源項目的使用量(溫室氣體排放)。,2026-05-15
1150513,113,3054,立萬利,N/A,N/A,N/A,2026-05-15
1150513,113,3055,蔚華科,N/A,N/A,N/A,2026-05-15
1150513,113,3056,富華新,N/A,N/A,N/A,2026-05-15
1150513,113,3057,喬鼎,N/A,N/A,N/A,2026-05-15
1150513,113,3058,立德,8.9800%,集團主要營運據點,N/A,2026-05-15
1150513,113,3059,華晶科,N/A,N/A,N/A,2026-05-15
1150513,113,3060,銘異,N/A,N/A,N/A,2026-05-15
1150513,113,3062,建漢,0.0000%,母公司,N/A,2026-05-15
1150513,113,3090,日電貿,N/A,N/A,N/A,2026-05-15
1150513,113,3092,鴻碩,N/A,N/A,ISO 50001,2026-05-15
1150513,113,3094,聯傑,N/A,N/A,N/A,2026-05-15
1150513,113,3130,一零四,N/A,N/A,N/A,2026-05-15
1150513,113,3138,耀登,8.9000%,母公司,N/A,2026-05-15
1150513,113,3149,正達,N/A,N/A,N/A,2026-05-15
1150513,113,3150,鈺寶-創,N/A,N/A,N/A,2026-05-15
1150513,113,3164,景岳,N/A,N/A,N/A,2026-05-15
1150513,113,3167,大量,N/A,N/A,N/A,2026-05-15
1150513,113,3168,眾福科,N/A,N/A,N/A,2026-05-15
1150513,113,3189,景碩,0.9200%,石磊廠、清華廠、新豐廠、幼獅廠,N/A,2026-05-15
1150513,113,3209,全科,0.0000%,本公司台灣總部、台灣的各點辦公室及物流倉儲。,N/A,2026-05-15
1150513,113,3229,晟鈦,N/A,N/A,N/A,2026-05-15
1150513,113,3231,緯創,70.0200%,包含合併財務報表之母子公司,ISO 50001,2026-05-15
1150513,113,3257,虹冠電,N/A,N/A,N/A,2026-05-15
1150513,113,3266,昇陽,N/A,N/A,N/A,2026-05-15
1150513,113,3296,勝德,N/A,N/A,ISO 50001,2026-05-15
1150513,113,3305,昇貿,N/A,N/A,N/A,2026-05-15
1150513,113,3308,聯德,N/A,N/A,N/A,2026-05-15
1150513,113,3311,閎暉,N/A,N/A,N/A,2026-05-15
1150513,113,3312,弘憶股,N/A,N/A,N/A,2026-05-15
1150513,113,3321,同泰,N/A,N/A,N/A,2026-05-15
1150513,113,3338,泰碩,N/A,N/A,ISO 50001,2026-05-15
1150513,113,3346,麗清,22.6000%,母公司 (中和廠辦及觀音廠 2024.1.1~2024.12.31),再生能源電能收購作業要點,2026-05-15
1150513,113,3356,奇偶,N/A,N/A,N/A,2026-05-15
1150513,113,3376,新日興,N/A,N/A,N/A,2026-05-15
1150513,113,3380,明泰,N/A,N/A,ISO 50001,2026-05-15
1150513,113,3406,玉晶光,N/A,N/A,N/A,2026-05-15
1150513,113,3413,京鼎,N/A,N/A,N/A,2026-05-15
1150513,113,3416,融程電,0.0576%,僅母公司,N/A,2026-05-15
1150513,113,3419,譁裕,N/A,N/A,N/A,2026-05-15
1150513,113,3432,台端,N/A,N/A,N/A,2026-05-15
1150513,113,3437,榮創,N/A,N/A,N/A,2026-05-15
1150513,113,3443,創意,39.0000%,合併財務報表之母子公司,N/A,2026-05-15
1150513,113,3447,展達,20.8400%,合併財務報表之子公司(蘇州工廠、泰國工廠),N/A,2026-05-15
1150513,113,3450,聯鈞,0.0000%,N/A,N/A,2026-05-15
1150513,113,3481,群創,4.6948%,母公司及部分子公司,ISO 50001,2026-05-15
1150513,113,3494,誠研,N/A,N/A,N/A,2026-05-15
1150513,113,3501,維熹,N/A,N/A,N/A,2026-05-15
1150513,113,3504,揚明光,N/A,N/A,N/A,2026-05-15
1150513,113,3515,華擎,N/A,N/A,N/A,2026-05-15
1150513,113,3518,柏騰,N/A,N/A,N/A,2026-05-15
1150513,113,3528,安馳,N/A,N/A,N/A,2026-05-15
1150513,113,3530,晶相光,N/A,N/A,N/A,2026-05-15
1150513,113,3532,台勝科,0.0000%,母公司,N/A,2026-05-15
1150513,113,3533,嘉澤,8.2600%,本公司廣州廠、中山廠、蘇州廠,ISO 50001,2026-05-15
1150513,113,3535,晶彩科,N/A,N/A,N/A,2026-05-15
